id	seqname	start	end	strand	ec	taxonomy	product
gi|407461552|ref|NC_018655.1|_1412	gi|407461552|ref|NC_018655.1|	1142490	1142864	-		"Nitrosopumilaceae" Konneke et al. 2005	Uncharacterized conserved protein
gi|407461552|ref|NC_018655.1|_1413	gi|407461552|ref|NC_018655.1|	1142910	1144046	+		marine archaeal group 1 strain BD31	dehydrogenase (flavoprotein)-like protein
gi|407461552|ref|NC_018655.1|_1414	gi|407461552|ref|NC_018655.1|	1144076	1144282	+		"Nitrosopumilaceae" Konneke et al. 2005	Zn-ribbon RNA-binding protein
gi|407461552|ref|NC_018655.1|_1415	gi|407461552|ref|NC_018655.1|	1144287	1144568	+		"Nitrosopumilaceae" Konneke et al. 2005	elongation factor EF-1 beta subunit
gi|407461552|ref|NC_018655.1|_1416	gi|407461552|ref|NC_018655.1|	1144604	1146745	+		"Nitrosopumilaceae" Konneke et al. 2005	ATPases AAA+ class
gi|407461552|ref|NC_018655.1|_1417	gi|407461552|ref|NC_018655.1|	1146748	1147044	+		Candidatus Nitrosopumilus sp. AR2	hypothetical protein
gi|407461552|ref|NC_018655.1|_1418	gi|407461552|ref|NC_018655.1|	1147047	1147940	-		"Nitrosopumilaceae" Konneke et al. 2005	protoheme IX farnesyltransferase
gi|407461552|ref|NC_018655.1|_1419	gi|407461552|ref|NC_018655.1|	1148033	1149127	+		"Nitrosopumilaceae" Konneke et al. 2005	blue (type1) copper domain-containing protein
gi|407461552|ref|NC_018655.1|_1420	gi|407461552|ref|NC_018655.1|	1149130	1149522	+		marine archaeal group 1 strain BD31	Mov34/MPN/PAD-1 family protein
gi|407461552|ref|NC_018655.1|_1421	gi|407461552|ref|NC_018655.1|	1149523	1149906	-		Candidatus Nitrosopumilus salaria	hypothetical protein
gi|407461552|ref|NC_018655.1|_1422	gi|407461552|ref|NC_018655.1|	1150053	1150274	-		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
gi|407461552|ref|NC_018655.1|_1423	gi|407461552|ref|NC_018655.1|	1150281	1150742	-		"Nitrosopumilaceae" Konneke et al. 2005	signal-transduction protein
gi|407461552|ref|NC_018655.1|_1424	gi|407461552|ref|NC_018655.1|	1150857	1151282	+		"Nitrosopumilaceae" Konneke et al. 2005	UspA domain-containing protein
gi|407461552|ref|NC_018655.1|_1425	gi|407461552|ref|NC_018655.1|	1151311	1152024	+		"Nitrosopumilaceae" Konneke et al. 2005	Archaeal enzymes ATP-grasp superfamily
gi|407461552|ref|NC_018655.1|_1426	gi|407461552|ref|NC_018655.1|	1152029	1152409	+		"Nitrosopumilaceae" Konneke et al. 2005	putative small heat shock protein
gi|407461552|ref|NC_018655.1|_1427	gi|407461552|ref|NC_018655.1|	1152460	1152717	+		"Nitrosopumilaceae" Konneke et al. 2005	DUF2024 domain containing protein
gi|407461552|ref|NC_018655.1|_1428	gi|407461552|ref|NC_018655.1|	1152775	1152969	+		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|407461552|ref|NC_018655.1|_1429	gi|407461552|ref|NC_018655.1|	1152956	1154995	-	3.6.1.1	"Nitrosopumilaceae" Konneke et al. 2005	inorganic pyrophosphatase
gi|407461552|ref|NC_018655.1|_1430	gi|407461552|ref|NC_018655.1|	1155031	1155408	-		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|407461552|ref|NC_018655.1|_1431	gi|407461552|ref|NC_018655.1|	1155542	1156753	-		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
gi|407461552|ref|NC_018655.1|_1432	gi|407461552|ref|NC_018655.1|	1156906	1158009	+		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
gi|407461552|ref|NC_018655.1|_1433	gi|407461552|ref|NC_018655.1|	1158127	1158708	-		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
gi|407461552|ref|NC_018655.1|_1434	gi|407461552|ref|NC_018655.1|	1158970	1160886	-		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
gi|407461552|ref|NC_018655.1|_1435	gi|407461552|ref|NC_018655.1|	1160950	1161189	-		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
gi|407461552|ref|NC_018655.1|_1436	gi|407461552|ref|NC_018655.1|	1161368	1161832	-		"Nitrosopumilaceae" Konneke et al. 2005	DUF359 domain containing protein
gi|407461552|ref|NC_018655.1|_1437	gi|407461552|ref|NC_018655.1|	1161874	1162983	-		"Nitrosopumilaceae" Konneke et al. 2005	ATPases involved chromosome partitioning
gi|407461552|ref|NC_018655.1|_1438	gi|407461552|ref|NC_018655.1|	1163133	1163729	+		"Nitrosopumilaceae" Konneke et al. 2005	DNA-directed RNA polymerase, subunit E'
gi|407461552|ref|NC_018655.1|_1439	gi|407461552|ref|NC_018655.1|	1163731	1163919	+	2.7.7.6	marine archaeal group 1 strain BD31	DNA-directed RNA polymerase subunit E"
gi|407461552|ref|NC_018655.1|_1440	gi|407461552|ref|NC_018655.1|	1163960	1164775	+		Candidatus Nitrosopumilus sp. AR2	Nicotinate-nucleotide pyrophosphorylase
gi|407461552|ref|NC_018655.1|_1441	gi|407461552|ref|NC_018655.1|	1164772	1165374	-		Candidatus Nitrosoarchaeum	Hypothetical protein
gi|407461552|ref|NC_018655.1|_1442	gi|407461552|ref|NC_018655.1|	1165468	1165872	-		Candidatus Nitrosopumilus salaria	TPR repeat-containing protein
gi|407461552|ref|NC_018655.1|_1443	gi|407461552|ref|NC_018655.1|	1165878	1166255	-		"Nitrosopumilaceae" Konneke et al. 2005	Quinolinate synthase
gi|407461552|ref|NC_018655.1|_1444	gi|407461552|ref|NC_018655.1|	1166261	1166833	-		"Nitrosopumilaceae" Konneke et al. 2005	Quinolinate synthase
gi|407461552|ref|NC_018655.1|_1445	gi|407461552|ref|NC_018655.1|	1166927	1167712	-	1.4.1.21	Candidatus Nitrosoarchaeum	aspartate dehydrogenase
gi|407461552|ref|NC_018655.1|_1446	gi|407461552|ref|NC_018655.1|	1167905	1168447	-		Aigarchaeota	secreted protein
gi|407461552|ref|NC_018655.1|_1447	gi|407461552|ref|NC_018655.1|	1168607	1169197	-		"Nitrosopumilaceae" Konneke et al. 2005	Hypothetical protein
gi|407461552|ref|NC_018655.1|_1448	gi|407461552|ref|NC_018655.1|	1169330	1170268	+		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|407461552|ref|NC_018655.1|_1449	gi|407461552|ref|NC_018655.1|	1170379	1170774	+		Nitrosopumilaceae archaeon SFB1	NurA domain containing protein
gi|407461552|ref|NC_018655.1|_1450	gi|407461552|ref|NC_018655.1|	1171166	1172698	+		Nitrosoarchaeum limnia	DUF87 domain containing protein
gi|407461552|ref|NC_018655.1|_1451	gi|407461552|ref|NC_018655.1|	1172698	1173840	+		"Nitrosopumilaceae" Konneke et al. 2005	metallophosphoesterase
gi|407461552|ref|NC_018655.1|_1452	gi|407461552|ref|NC_018655.1|	1173837	1175594	+		"Nitrosopumilaceae" Konneke et al. 2005	exonuclease SbcC
gi|407461552|ref|NC_018655.1|_1453	gi|407461552|ref|NC_018655.1|	1175647	1175946	+		Aigarchaeota	exonuclease SbcC
gi|407461552|ref|NC_018655.1|_1454	gi|407461552|ref|NC_018655.1|	1175956	1177212	-		Candidatus Nitrosoarchaeum koreensis	protease inhibitor Kazal-type
gi|407461552|ref|NC_018655.1|_1455	gi|407461552|ref|NC_018655.1|	1177214	1177660	-		"Nitrosopumilaceae" Konneke et al. 2005	heat repeat-containing PBS lyase
gi|407461552|ref|NC_018655.1|_1456	gi|407461552|ref|NC_018655.1|	1177800	1178465	+		Candidatus Nitrosoarchaeum limnia str. BG20	alkyl hydroperoxide reductase/thiol specific antioxidant/Mal allergen
gi|407461552|ref|NC_018655.1|_1457	gi|407461552|ref|NC_018655.1|	1178704	1179522	-		"Nitrosopumilaceae" Konneke et al. 2005	Putative cyclophilin type peptidyl-prolyl cis-trans isomerase
gi|407461552|ref|NC_018655.1|_1458	gi|407461552|ref|NC_018655.1|	1179524	1180021	-		"Nitrosopumilaceae" Konneke et al. 2005	large subunit ribosomal protein L15e
gi|407461552|ref|NC_018655.1|_1459	gi|407461552|ref|NC_018655.1|	1180487	1180933	-		Candidatus Nitrosopumilus sp. AR2	GCN5-related N-acetyltransferase
gi|407461552|ref|NC_018655.1|_1460	gi|407461552|ref|NC_018655.1|	1181185	1182735	-		"Nitrosopumilaceae" Konneke et al. 2005	thrombospondin type 3 repeat protein
gi|407461552|ref|NC_018655.1|_1461	gi|407461552|ref|NC_018655.1|	1183217	1183684	-		"Nitrosopumilaceae" Konneke et al. 2005	UspA domain-containing protein
gi|407461552|ref|NC_018655.1|_1462	gi|407461552|ref|NC_018655.1|	1183689	1183886	-		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
gi|407461552|ref|NC_018655.1|_1463	gi|407461552|ref|NC_018655.1|	1183963	1184685	-		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
gi|407461552|ref|NC_018655.1|_1464	gi|407461552|ref|NC_018655.1|	1184782	1185042	-		"Nitrosopumilus" Konneke et al. 2005	Hypothetical protein
gi|407461552|ref|NC_018655.1|_1465	gi|407461552|ref|NC_018655.1|	1185110	1185604	+		"Nitrosopumilus" Konneke et al. 2005	heat shock protein HSP20
gi|407461552|ref|NC_018655.1|_1466	gi|407461552|ref|NC_018655.1|	1185755	1185937	+		Candidatus Nitrosopumilus sp. AR2	hypothetical protein
gi|407461552|ref|NC_018655.1|_1467	gi|407461552|ref|NC_018655.1|	1186449	1186976	-		"Nitrosopumilaceae" Konneke et al. 2005	AsnC family transcriptional regulator
gi|407461552|ref|NC_018655.1|_1468	gi|407461552|ref|NC_018655.1|	1187371	1187559	+			hypothetical protein
gi|407461552|ref|NC_018655.1|_1469	gi|407461552|ref|NC_018655.1|	1187598	1187930	+		"Nitrosopumilaceae" Konneke et al. 2005	Hypothetical protein
gi|407461552|ref|NC_018655.1|_1470	gi|407461552|ref|NC_018655.1|	1187916	1188284	-		"Nitrosopumilaceae" Konneke et al. 2005	Hypothetical protein
gi|407461552|ref|NC_018655.1|_1471	gi|407461552|ref|NC_018655.1|	1188460	1188564	+			hypothetical protein
gi|407461552|ref|NC_018655.1|_1472	gi|407461552|ref|NC_018655.1|	1188989	1189153	+			hypothetical protein
gi|407461552|ref|NC_018655.1|_1473	gi|407461552|ref|NC_018655.1|	1189175	1189825	+		Nitrosoarchaeum limnia	membrane protein-like protein
gi|407461552|ref|NC_018655.1|_1474	gi|407461552|ref|NC_018655.1|	1189859	1190020	-			hypothetical protein
gi|407461552|ref|NC_018655.1|_1475	gi|407461552|ref|NC_018655.1|	1190350	1191006	+		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|407461552|ref|NC_018655.1|_1476	gi|407461552|ref|NC_018655.1|	1191003	1191518	+		Candidatus Nitrosopumilus sp. AR2	thr operon leader peptide
gi|407461552|ref|NC_018655.1|_1477	gi|407461552|ref|NC_018655.1|	1191515	1192504	-		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
gi|407461552|ref|NC_018655.1|_1478	gi|407461552|ref|NC_018655.1|	1192624	1193556	-		"Nitrosopumilaceae" Konneke et al. 2005	Phosphoglycerate dehydrogenase related dehydrogenases
gi|407461552|ref|NC_018655.1|_1479	gi|407461552|ref|NC_018655.1|	1193624	1195036	-		"Nitrosopumilaceae" Konneke et al. 2005	putative nitrite reductase, copper-dependent
gi|407461552|ref|NC_018655.1|_1480	gi|407461552|ref|NC_018655.1|	1195146	1196507	+		"Nitrosopumilaceae" Konneke et al. 2005	Aspartate ammonia-lyase
gi|407461552|ref|NC_018655.1|_1481	gi|407461552|ref|NC_018655.1|	1196511	1197779	+		"Nitrosopumilaceae" Konneke et al. 2005	MiaB-like tRNA modifying enzyme
gi|407461552|ref|NC_018655.1|_1482	gi|407461552|ref|NC_018655.1|	1197853	1198803	+		marine archaeal group 1 strain BD31	cell division protein FtsZ
gi|407461552|ref|NC_018655.1|_1483	gi|407461552|ref|NC_018655.1|	1198795	1199118	-		Candidatus Nitrosopumilus salaria	ribosomal protein L31e
gi|407461552|ref|NC_018655.1|_1484	gi|407461552|ref|NC_018655.1|	1199315	1199866	-		"Nitrosopumilaceae" Konneke et al. 2005	NUDIX hydrolase
gi|407461552|ref|NC_018655.1|_1485	gi|407461552|ref|NC_018655.1|	1199936	1200673	+		Candidatus Nitrosopumilus sp. AR2	5 10-methylenetetrahydrofolate reductase-like protein
gi|407461552|ref|NC_018655.1|_1486	gi|407461552|ref|NC_018655.1|	1200670	1203168	-	2.1.1.13	"Nitrosopumilaceae" Konneke et al. 2005	5-methyltetrahydrofolate--homocysteine methyltransferase
gi|407461552|ref|NC_018655.1|_1487	gi|407461552|ref|NC_018655.1|	1203201	1204187	-	2.1.1.13	"Nitrosopumilaceae" Konneke et al. 2005	5-methyltetrahydrofolate--homocysteine methyltransferase
gi|407461552|ref|NC_018655.1|_1488	gi|407461552|ref|NC_018655.1|	1204277	1205377	+		Nitrosopumilus sp. MY1	major facilitator transporter
gi|407461552|ref|NC_018655.1|_1489	gi|407461552|ref|NC_018655.1|	1205379	1206137	-		"Nitrosopumilaceae" Konneke et al. 2005	ABC-type nitrate/sulfonate/bicarbonate transport system, permease component
gi|407461552|ref|NC_018655.1|_1490	gi|407461552|ref|NC_018655.1|	1206146	1206907	-		"Nitrosopumilaceae" Konneke et al. 2005	ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component
gi|407461552|ref|NC_018655.1|_1491	gi|407461552|ref|NC_018655.1|	1206908	1207933	-		Nitrosopumilaceae archaeon SFB1	sulfonate/nitrate/taurine transport system substrate-binding protein
gi|407461552|ref|NC_018655.1|_1492	gi|407461552|ref|NC_018655.1|	1208068	1209267	+		"Nitrosopumilaceae" Konneke et al. 2005	Argininosuccinate synthase
gi|407461552|ref|NC_018655.1|_1493	gi|407461552|ref|NC_018655.1|	1209264	1209431	+			hypothetical protein
gi|407461552|ref|NC_018655.1|_1494	gi|407461552|ref|NC_018655.1|	1209431	1210288	+		"Nitrosopumilaceae" Konneke et al. 2005	lysine biosynthesis protein LysX
gi|407461552|ref|NC_018655.1|_1495	gi|407461552|ref|NC_018655.1|	1210317	1211363	+		"Nitrosopumilaceae" Konneke et al. 2005	Acetylglutamate semialdehyde dehydrogenase
gi|407461552|ref|NC_018655.1|_1496	gi|407461552|ref|NC_018655.1|	1211366	1212169	+	2.7.2.8	"Nitrosopumilaceae" Konneke et al. 2005	kinase OS Nitrosopumilus maritimus (strain SCM1) GN argB PE 3 SV 1
gi|407461552|ref|NC_018655.1|_1497	gi|407461552|ref|NC_018655.1|	1212162	1213343	+		"Nitrosopumilaceae" Konneke et al. 2005	Ornithine/acetylornithine aminotransferase
gi|407461552|ref|NC_018655.1|_1498	gi|407461552|ref|NC_018655.1|	1213434	1213748	+		"Nitrosopumilaceae" Konneke et al. 2005	AsnC family transcriptional regulator
gi|407461552|ref|NC_018655.1|_1499	gi|407461552|ref|NC_018655.1|	1213865	1215028	+	2.3.3.13	"Nitrosopumilaceae" Konneke et al. 2005	2-isopropylmalate synthase
gi|407461552|ref|NC_018655.1|_1500	gi|407461552|ref|NC_018655.1|	1215050	1215217	+			hypothetical protein
gi|407461552|ref|NC_018655.1|_1501	gi|407461552|ref|NC_018655.1|	1215214	1216056	+		Candidatus Nitrosopumilus sp. AR2	lysine biosynthesis protein LysX
gi|407461552|ref|NC_018655.1|_1502	gi|407461552|ref|NC_018655.1|	1216102	1217187	+		"Nitrosopumilaceae" Konneke et al. 2005	acetyl-lysine deacetylase
gi|407461552|ref|NC_018655.1|_1503	gi|407461552|ref|NC_018655.1|	1217187	1217495	+	2.1.1.98	"Nitrosopumilaceae" Konneke et al. 2005	diphthine synthase
gi|407461552|ref|NC_018655.1|_1504	gi|407461552|ref|NC_018655.1|	1217589	1218224	+	2.1.1.98	Candidatus Nitrosoarchaeum	diphthine synthase
gi|407461552|ref|NC_018655.1|_1505	gi|407461552|ref|NC_018655.1|	1218265	1218885	+	2.7.7.39	"Nitrosopumilaceae" Konneke et al. 2005	glycerol-3-phosphate cytidylyltransferase
gi|407461552|ref|NC_018655.1|_1506	gi|407461552|ref|NC_018655.1|	1218882	1219565	-	2.7.1.161	"Nitrosopumilaceae" Konneke et al. 2005	kinase OS Cenarchaeum symbiosum (strain A) GN ribk PE 3 SV 1
gi|407461552|ref|NC_018655.1|_1507	gi|407461552|ref|NC_018655.1|	1219574	1220716	-		"Nitrosopumilaceae" Konneke et al. 2005	DNA primase
gi|407461552|ref|NC_018655.1|_1508	gi|407461552|ref|NC_018655.1|	1220869	1221219	-		"Nitrosopumilaceae" Konneke et al. 2005	Uncharacterized conserved protein
gi|407461552|ref|NC_018655.1|_1509	gi|407461552|ref|NC_018655.1|	1221313	1221711	-		Candidatus Nitrosopumilus sp. AR2	signal-transduction protein
gi|407461552|ref|NC_018655.1|_1510	gi|407461552|ref|NC_018655.1|	1221756	1222355	-		marine archaeal group 1 strain BD31	hypothetical protein
gi|407461552|ref|NC_018655.1|_1511	gi|407461552|ref|NC_018655.1|	1222386	1222727	-		Candidatus Nitrosopumilus salaria	Transcriptional regulator
gi|407461552|ref|NC_018655.1|_1512	gi|407461552|ref|NC_018655.1|	1222823	1223347	+		"Nitrosopumilaceae" Konneke et al. 2005	blue (type1) copper domain-containing protein
gi|407461552|ref|NC_018655.1|_1513	gi|407461552|ref|NC_018655.1|	1223404	1224165	-		"Nitrosopumilaceae" Konneke et al. 2005	Enoyl-CoA hydratase/carnithine racemase
gi|407461552|ref|NC_018655.1|_1514	gi|407461552|ref|NC_018655.1|	1224202	1226319	-		"Nitrosopumilaceae" Konneke et al. 2005	CoA-binding domain-containing protein
gi|407461552|ref|NC_018655.1|_1515	gi|407461552|ref|NC_018655.1|	1226362	1226712	-		"Nitrosopumilaceae" Konneke et al. 2005	glutamine amidotransferase class-I
gi|407461552|ref|NC_018655.1|_1516	gi|407461552|ref|NC_018655.1|	1226703	1227044	-		"Nitrosopumilaceae" Konneke et al. 2005	glutamine amidotransferase class-I
gi|407461552|ref|NC_018655.1|_1517	gi|407461552|ref|NC_018655.1|	1227093	1227470	+		Candidatus Nitrosoarchaeum	toprim domain-containing protein
gi|407461552|ref|NC_018655.1|_1518	gi|407461552|ref|NC_018655.1|	1227467	1228741	-		"Nitrosopumilaceae" Konneke et al. 2005	Glutamate dehydrogenase/leucine dehydrogenase
gi|407461552|ref|NC_018655.1|_1519	gi|407461552|ref|NC_018655.1|	1228817	1229200	-		"Nitrosopumilaceae" Konneke et al. 2005	ArsR family transcriptional regulator
gi|407461552|ref|NC_018655.1|_1520	gi|407461552|ref|NC_018655.1|	1229310	1230029	+		"Nitrosopumilaceae" Konneke et al. 2005	20S proteasome, alpha beta subunits
gi|407461552|ref|NC_018655.1|_1521	gi|407461552|ref|NC_018655.1|	1230082	1230774	+		"Nitrosopumilaceae" Konneke et al. 2005	ubiquinone/menaquinone biosynthesis methyltransferase
gi|407461552|ref|NC_018655.1|_1522	gi|407461552|ref|NC_018655.1|	1230771	1231925	+		"Nitrosopumilaceae" Konneke et al. 2005	major facilitator transporter
gi|407461552|ref|NC_018655.1|_1523	gi|407461552|ref|NC_018655.1|	1231922	1232236	-		Candidatus Nitrosopumilus sp. AR2	nitrogen regulatory protein P-II 1
gi|407461552|ref|NC_018655.1|_1524	gi|407461552|ref|NC_018655.1|	1232364	1232711	+		"Nitrosopumilaceae" Konneke et al. 2005	sec-independent protein translocase TatA
gi|407461552|ref|NC_018655.1|_1525	gi|407461552|ref|NC_018655.1|	1232712	1233506	-	2.1.1.72	"Nitrosopumilaceae" Konneke et al. 2005	putative adenine-specific DNA-methyltransferase
gi|407461552|ref|NC_018655.1|_1526	gi|407461552|ref|NC_018655.1|	1233646	1234236	+		"Nitrosopumilaceae" Konneke et al. 2005	DEAD/DEAH box helicase domain-containing protein
gi|407461552|ref|NC_018655.1|_1527	gi|407461552|ref|NC_018655.1|	1234239	1236092	+		Candidatus Nitrosoarchaeum	DEAD/DEAH box helicase domain-containing protein
gi|407461552|ref|NC_018655.1|_1528	gi|407461552|ref|NC_018655.1|	1236132	1236962	+		"Nitrosopumilaceae" Konneke et al. 2005	short-chain dehydrogenase/reductase SDR
gi|407461552|ref|NC_018655.1|_1529	gi|407461552|ref|NC_018655.1|	1237055	1237876	-		Candidatus Nitrosoarchaeum	peptidase M10A M12B matrixin adamalysin
gi|407461552|ref|NC_018655.1|_1530	gi|407461552|ref|NC_018655.1|	1237922	1238752	+		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
gi|407461552|ref|NC_018655.1|_1531	gi|407461552|ref|NC_018655.1|	1238777	1239154	+		marine archaeal group 1 strain BD31	putative chemotaxis protein Chey
gi|407461552|ref|NC_018655.1|_1532	gi|407461552|ref|NC_018655.1|	1239159	1241294	-		Candidatus Nitrosopumilus koreensis AR1	PAS/PAC sensor signal transduction histidine kinase
gi|407461552|ref|NC_018655.1|_1533	gi|407461552|ref|NC_018655.1|	1241291	1242559	-		Rivulariaceae	ABC-type branched-chain amino acid transport systems, periplasmic component
gi|407461552|ref|NC_018655.1|_1534	gi|407461552|ref|NC_018655.1|	1242705	1242890	+		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
gi|407461552|ref|NC_018655.1|_1535	gi|407461552|ref|NC_018655.1|	1242871	1243065	+		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
gi|407461552|ref|NC_018655.1|_1536	gi|407461552|ref|NC_018655.1|	1243165	1244826	+	1.3.1.74	"Nitrosopumilaceae" Konneke et al. 2005	DNA topoisomerase I
gi|407461552|ref|NC_018655.1|_1537	gi|407461552|ref|NC_018655.1|	1244837	1246378	-		Nitrosopumilus maritimus SCM1	hypothetical protein
gi|407461552|ref|NC_018655.1|_1538	gi|407461552|ref|NC_018655.1|	1246830	1247630	-		"Nitrosopumilaceae" Konneke et al. 2005	amidohydrolase 2
gi|407461552|ref|NC_018655.1|_1539	gi|407461552|ref|NC_018655.1|	1247620	1248267	-		"Nitrosopumilaceae" Konneke et al. 2005	Histone acetyltransferase HPA2 related acetyltransferases
gi|407461552|ref|NC_018655.1|_1540	gi|407461552|ref|NC_018655.1|	1249703	1250632	+		"Nitrosopumilaceae" Konneke et al. 2005	Transcription initiation factor TFIIIB, Brf1 subunit/Transcription TFIIB
gi|407461552|ref|NC_018655.1|_1541	gi|407461552|ref|NC_018655.1|	1250635	1251213	+		Nitrosopumilus sp. MY1	TATA-box binding protein (TBP), component TFIID TFIIIB
gi|407461552|ref|NC_018655.1|_1542	gi|407461552|ref|NC_018655.1|	1251240	1252067	-		Nitrosoarchaeum limnia	band 7 protein
gi|407461552|ref|NC_018655.1|_1543	gi|407461552|ref|NC_018655.1|	1252694	1252867	-			hypothetical protein
gi|407461552|ref|NC_018655.1|_1544	gi|407461552|ref|NC_018655.1|	1252892	1253083	+			hypothetical protein
gi|407461552|ref|NC_018655.1|_1545	gi|407461552|ref|NC_018655.1|	1253447	1253854	+		"Nitrosopumilaceae" Konneke et al. 2005	translation initiation factor eIF-1A
